2024-01-21 00:24:16 - Epoch 1: Training Loss: 4.3263, Training Accuracy = 26.8048%, Test Loss: 2.8126, Test Accuracy = 57.62858129099068%
2024-01-21 02:29:57 - Epoch 22: Training Loss: 0.0082, Training Accuracy = 100.0%, Test Loss: 0.5917, Test Accuracy = 86.02002071108043%
2024-01-21 02:35:55 - Epoch 23: Training Loss: 0.0085, Training Accuracy = 99.9833%, Test Loss: 0.5916, Test Accuracy = 85.98550224370038%
2024-01-21 02:41:54 - Epoch 24: Training Loss: 0.0082, Training Accuracy = 99.9833%, Test Loss: 0.5914, Test Accuracy = 86.03727994477045%
2024-01-21 02:47:52 - Epoch 25: Training Loss: 0.0082, Training Accuracy = 99.9833%, Test Loss: 0.5925, Test Accuracy = 86.02002071108043%
2024-01-21 02:53:51 - Epoch 26: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5921, Test Accuracy = 86.02002071108043%
2024-01-21 02:59:49 - Epoch 27: Training Loss: 0.0079, Training Accuracy = 99.9833%, Test Loss: 0.5926, Test Accuracy = 86.03727994477045%
2024-01-21 03:05:47 - Epoch 28: Training Loss: 0.0083, Training Accuracy = 100.0%, Test Loss: 0.5935, Test Accuracy = 85.89920607525026%
2024-01-21 03:11:45 - Epoch 29: Training Loss: 0.0083, Training Accuracy = 99.9833%, Test Loss: 0.5943, Test Accuracy = 85.91646530894029%
2024-01-21 03:17:43 - Epoch 30: Training Loss: 0.0076, Training Accuracy = 100.0%, Test Loss: 0.5943, Test Accuracy = 85.96824301001035%
2024-01-21 03:23:41 - Epoch 31: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.96824301001035%
2024-01-21 03:29:39 - Epoch 32: Training Loss: 0.0084, Training Accuracy = 99.9666%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 03:35:37 - Epoch 33: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 03:41:35 - Epoch 34: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.96824301001035%
2024-01-21 03:47:34 - Epoch 35: Training Loss: 0.0082, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.96824301001035%
2024-01-21 03:53:32 - Epoch 36: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5943, Test Accuracy = 85.98550224370038%
2024-01-21 03:59:30 - Epoch 37: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5943, Test Accuracy = 86.00276147739041%
2024-01-21 04:05:28 - Epoch 38: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5943, Test Accuracy = 85.98550224370038%
2024-01-21 04:11:26 - Epoch 39: Training Loss: 0.0076, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 04:17:25 - Epoch 40: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:23:23 - Epoch 41: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:29:21 - Epoch 42: Training Loss: 0.0076, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:35:19 - Epoch 43: Training Loss: 0.0085, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:41:18 - Epoch 44: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:47:16 - Epoch 45: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:53:15 - Epoch 46: Training Loss: 0.0079, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 04:59:14 - Epoch 47: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 05:05:12 - Epoch 48: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 05:11:10 - Epoch 49: Training Loss: 0.0076, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 86.00276147739041%
2024-01-21 05:17:08 - Epoch 50: Training Loss: 0.0079, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:23:06 - Epoch 51: Training Loss: 0.0081, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:29:05 - Epoch 52: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:35:03 - Epoch 53: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:41:01 - Epoch 54: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:46:59 - Epoch 55: Training Loss: 0.008, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:52:57 - Epoch 56: Training Loss: 0.0086, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 05:58:56 - Epoch 57: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:04:54 - Epoch 58: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:10:52 - Epoch 59: Training Loss: 0.008, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:16:51 - Epoch 60: Training Loss: 0.0086, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:22:49 - Epoch 61: Training Loss: 0.0079, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:28:48 - Epoch 62: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:34:46 - Epoch 63: Training Loss: 0.0077, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:40:46 - Epoch 64: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:46:45 - Epoch 65: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:52:44 - Epoch 66: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 06:58:43 - Epoch 67: Training Loss: 0.0087, Training Accuracy = 99.9666%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:04:41 - Epoch 68: Training Loss: 0.0073, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:10:40 - Epoch 69: Training Loss: 0.0077, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:16:39 - Epoch 70: Training Loss: 0.0079, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:22:37 - Epoch 71: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:28:36 - Epoch 72: Training Loss: 0.0081, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:34:35 - Epoch 73: Training Loss: 0.0077, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:40:34 - Epoch 74: Training Loss: 0.0085, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:46:34 - Epoch 75: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:52:33 - Epoch 76: Training Loss: 0.0081, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 07:58:32 - Epoch 77: Training Loss: 0.0079, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:04:31 - Epoch 78: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:10:29 - Epoch 79: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:16:28 - Epoch 80: Training Loss: 0.0082, Training Accuracy = 99.9666%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:22:27 - Epoch 81: Training Loss: 0.0086, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:28:25 - Epoch 82: Training Loss: 0.0083, Training Accuracy = 99.9666%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:34:24 - Epoch 83: Training Loss: 0.0085, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:40:23 - Epoch 84: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:46:22 - Epoch 85: Training Loss: 0.0079, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:52:21 - Epoch 86: Training Loss: 0.0085, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 08:58:20 - Epoch 87: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:04:19 - Epoch 88: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:10:18 - Epoch 89: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:16:18 - Epoch 90: Training Loss: 0.0077, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:22:17 - Epoch 91: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:28:17 - Epoch 92: Training Loss: 0.0074, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:34:15 - Epoch 93: Training Loss: 0.0078, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:40:14 - Epoch 94: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:46:14 - Epoch 95: Training Loss: 0.0076, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:52:13 - Epoch 96: Training Loss: 0.0087, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 09:58:12 - Epoch 97: Training Loss: 0.0075, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 10:04:11 - Epoch 98: Training Loss: 0.0079, Training Accuracy = 100.0%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 10:10:09 - Epoch 99: Training Loss: 0.0077, Training Accuracy = 99.9666%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
2024-01-21 10:16:10 - Epoch 100: Training Loss: 0.0081, Training Accuracy = 99.9833%, Test Loss: 0.5942, Test Accuracy = 85.98550224370038%
